"","PDGFNS2_aligned.bam"
"ENSRNOG00000029995",1901
"ENSRNOG00000022084",0
"ENSRNOG00000006957",0
"ENSRNOG00000008924",1982
"ENSRNOG00000023850",560
"ENSRNOG00000017190",0
"ENSRNOG00000005710",565
"ENSRNOG00000065862",1
"ENSRNOG00000032642",2
"ENSRNOG00000066352",0
"ENSRNOG00000020655",0
"ENSRNOG00000063216",80
"ENSRNOG00000068475",0
"ENSRNOG00000065079",0
"ENSRNOG00000025463",0
"ENSRNOG00000034052",23
"ENSRNOG00000032626",0
"ENSRNOG00000068773",1
"ENSRNOG00000031483",0
"ENSRNOG00000066381",0
"ENSRNOG00000032353",0
"ENSRNOG00000023086",880
"ENSRNOG00000016781",10014
"ENSRNOG00000071117",0
"ENSRNOG00000006920",0
"ENSRNOG00000037172",73
"ENSRNOG00000068485",0
"ENSRNOG00000008478",1
"ENSRNOG00000022567",0
"ENSRNOG00000022852",0
"ENSRNOG00000069423",3
"ENSRNOG00000043006",3579
"ENSRNOG00000066836",856
"ENSRNOG00000015189",492
"ENSRNOG00000043480",3
"ENSRNOG00000030962",0
"ENSRNOG00000033490",2
"ENSRNOG00000040208",0
"ENSRNOG00000010315",0
"ENSRNOG00000026759",0
"ENSRNOG00000033697",1021
"ENSRNOG00000010743",107
"ENSRNOG00000031127",715
"ENSRNOG00000063084",0
"ENSRNOG00000016121",331
"ENSRNOG00000004757",1033
"ENSRNOG00000031675",0
"ENSRNOG00000031912",8
"ENSRNOG00000070374",0
"ENSRNOG00000048164",177
"ENSRNOG00000016469",0
"ENSRNOG00000030187",0
"ENSRNOG00000052499",379
"ENSRNOG00000065044",310
"ENSRNOG00000065906",0
"ENSRNOG00000067690",0
"ENSRNOG00000018009",960
"ENSRNOG00000012022",0
"ENSRNOG00000062665",15
"ENSRNOG00000070764",0
"ENSRNOG00000064921",0
"ENSRNOG00000006403",40
"ENSRNOG00000064730",0
"ENSRNOG00000068136",2
"ENSRNOG00000031469",0
"ENSRNOG00000017029",457
"ENSRNOG00000008881",0
"ENSRNOG00000039627",30
"ENSRNOG00000054460",3
"ENSRNOG00000070070",0
"ENSRNOG00000068217",0
"ENSRNOG00000012758",6
"ENSRNOG00000000896",3
"ENSRNOG00000058932",255
"ENSRNOG00000065090",33
"ENSRNOG00000010877",822
"ENSRNOG00000063464",246
"ENSRNOG00000060750",1057
"ENSRNOG00000067695",1
"ENSRNOG00000017119",440
"ENSRNOG00000048915",116
"ENSRNOG00000021793",11
"ENSRNOG00000065178",556
"ENSRNOG00000069716",0
"ENSRNOG00000065114",1286
"ENSRNOG00000009308",1
"ENSRNOG00000020580",95
"ENSRNOG00000062347",0
"ENSRNOG00000054355",1118
"ENSRNOG00000064440",0
"ENSRNOG00000065618",0
"ENSRNOG00000067723",21
"ENSRNOG00000050630",5880
"ENSRNOG00000068486",3
"ENSRNOG00000005933",3011
"ENSRNOG00000071145",0
"ENSRNOG00000065870",276
"ENSRNOG00000055049",0
"ENSRNOG00000048161",0
"ENSRNOG00000064689",0
"ENSRNOG00000031126",0
"ENSRNOG00000069438",0
"ENSRNOG00000064936",6
"ENSRNOG00000013027",224
"ENSRNOG00000059497",0
"ENSRNOG00000048237",585
"ENSRNOG00000068439",0
"ENSRNOG00000064399",3255
"ENSRNOG00000067375",2
"ENSRNOG00000061928",3070
"ENSRNOG00000062775",0
"ENSRNOG00000067969",15
"ENSRNOG00000013263",15
"ENSRNOG00000070993",6
"ENSRNOG00000057221",13
"ENSRNOG00000056596",1094
"ENSRNOG00000030000",0
"ENSRNOG00000067000",13
"ENSRNOG00000070140",13
"ENSRNOG00000069058",0
"ENSRNOG00000054446",919
"ENSRNOG00000066384",0
"ENSRNOG00000065274",0
"ENSRNOG00000068511",164
"ENSRNOG00000066848",0
"ENSRNOG00000064312",143
"ENSRNOG00000026589",2714
"ENSRNOG00000067959",563
"ENSRNOG00000065435",97
"ENSRNOG00000030188",0
"ENSRNOG00000051462",0
"ENSRNOG00000069457",0
"ENSRNOG00000064756",0
"ENSRNOG00000037295",90
"ENSRNOG00000010584",1887
"ENSRNOG00000020603",8
"ENSRNOG00000065520",0
"ENSRNOG00000068247",0
"ENSRNOG00000057660",1
"ENSRNOG00000065991",0
"ENSRNOG00000063118",1178
"ENSRNOG00000010507",0
"ENSRNOG00000053577",321
"ENSRNOG00000031054",0
"ENSRNOG00000016620",243
"ENSRNOG00000064896",0
"ENSRNOG00000063458",0
"ENSRNOG00000055631",1221
"ENSRNOG00000069817",0
"ENSRNOG00000010922",931
"ENSRNOG00000013360",9018
"ENSRNOG00000030714",3
"ENSRNOG00000066345",0
"ENSRNOG00000065318",0
"ENSRNOG00000066031",3
"ENSRNOG00000069820",0
"ENSRNOG00000069025",0
"ENSRNOG00000070943",0
"ENSRNOG00000063951",0
"ENSRNOG00000063350",0
"ENSRNOG00000069053",0
"ENSRNOG00000068753",0
"ENSRNOG00000033434",1230
"ENSRNOG00000066983",3
"ENSRNOG00000071086",23
"ENSRNOG00000063105",0
"ENSRNOG00000067847",0
"ENSRNOG00000070488",0
"ENSRNOG00000062331",0
"ENSRNOG00000065689",2
"ENSRNOG00000061337",125
"ENSRNOG00000026178",1030
"ENSRNOG00000070740",83
"ENSRNOG00000052134",0
"ENSRNOG00000071030",99
"ENSRNOG00000013752",0
"ENSRNOG00000064818",9
"ENSRNOG00000067268",9
"ENSRNOG00000007726",712
"ENSRNOG00000051630",0
"ENSRNOG00000055251",15
"ENSRNOG00000066852",7
"ENSRNOG00000009907",0
"ENSRNOG00000026171",306
"ENSRNOG00000064526",9
"ENSRNOG00000067408",0
"ENSRNOG00000064892",1
"ENSRNOG00000020688",54
"ENSRNOG00000008862",100
"ENSRNOG00000062708",0
"ENSRNOG00000069154",0
"ENSRNOG00000007613",270
"ENSRNOG00000023809",0
"ENSRNOG00000071036",0
"ENSRNOG00000067656",0
"ENSRNOG00000066244",1
"ENSRNOG00000008526",1
"ENSRNOG00000010362",11331
"ENSRNOG00000031971",1
"ENSRNOG00000065505",1
"ENSRNOG00000007142",0
"ENSRNOG00000062369",99
"ENSRNOG00000052386",548
"ENSRNOG00000065036",0
"ENSRNOG00000032070",1223
"ENSRNOG00000068636",14
"ENSRNOG00000043498",2549
"ENSRNOG00000047225",203
"ENSRNOG00000060221",0
"ENSRNOG00000063183",0
"ENSRNOG00000067304",0
"ENSRNOG00000060040",0
"ENSRNOG00000058898",65467
"ENSRNOG00000033234",26
"ENSRNOG00000059229",0
"ENSRNOG00000054080",188
"ENSRNOG00000009243",1285
"ENSRNOG00000043383",1
"ENSRNOG00000054439",0
"ENSRNOG00000065544",2
"ENSRNOG00000021602",30
"ENSRNOG00000050979",17
"ENSRNOG00000008390",981
"ENSRNOG00000000196",400
"ENSRNOG00000008153",0
"ENSRNOG00000007561",127
"ENSRNOG00000010789",1060
"ENSRNOG00000063146",23
"ENSRNOG00000005731",45
"ENSRNOG00000039107",5
"ENSRNOG00000063818",0
"ENSRNOG00000023870",0
"ENSRNOG00000020720",0
"ENSRNOG00000069074",0
"ENSRNOG00000043410",446
"ENSRNOG00000009799",1978
"ENSRNOG00000069631",0
"ENSRNOG00000029089",0
"ENSRNOG00000023633",2
"ENSRNOG00000021839",98
"ENSRNOG00000010390",574
"ENSRNOG00000006283",0
"ENSRNOG00000021548",372
"ENSRNOG00000015357",1000
"ENSRNOG00000021896",0
"ENSRNOG00000062568",5
"ENSRNOG00000006595",0
"ENSRNOG00000010733",1449
"ENSRNOG00000006931",187
"ENSRNOG00000010602",478
"ENSRNOG00000066300",3
"ENSRNOG00000066437",0
"ENSRNOG00000010944",2714
"ENSRNOG00000032832",0
"ENSRNOG00000042165",211
"ENSRNOG00000013841",754
"ENSRNOG00000006831",1622
"ENSRNOG00000018373",2073
"ENSRNOG00000013419",37
"ENSRNOG00000007177",4290
"ENSRNOG00000008444",1273
"ENSRNOG00000009047",1
"ENSRNOG00000066977",4
"ENSRNOG00000006545",833
"ENSRNOG00000021528",457
"ENSRNOG00000025624",3
"ENSRNOG00000006604",593
"ENSRNOG00000031420",648
"ENSRNOG00000026702",69
"ENSRNOG00000032134",1989
"ENSRNOG00000024438",0
"ENSRNOG00000009250",325
"ENSRNOG00000014218",40
"ENSRNOG00000029510",313
"ENSRNOG00000039086",0
"ENSRNOG00000009719",848
"ENSRNOG00000009499",305
"ENSRNOG00000007325",800
"ENSRNOG00000061108",7803
"ENSRNOG00000049531",1575
"ENSRNOG00000047053",798
"ENSRNOG00000009118",14
"ENSRNOG00000047235",1700
"ENSRNOG00000011361",269
"ENSRNOG00000009892",304
"ENSRNOG00000020833",9
"ENSRNOG00000024082",4
"ENSRNOG00000011904",394
"ENSRNOG00000008932",429
"ENSRNOG00000024230",490
"ENSRNOG00000027503",694
"ENSRNOG00000014161",476
"ENSRNOG00000008592",1
"ENSRNOG00000025115",157
"ENSRNOG00000010160",342
"ENSRNOG00000063771",0
"ENSRNOG00000012137",95
"ENSRNOG00000068150",0
"ENSRNOG00000026650",0
"ENSRNOG00000061883",0
"ENSRNOG00000016308",0
"ENSRNOG00000032461",0
"ENSRNOG00000009170",580
"ENSRNOG00000065921",149
"ENSRNOG00000063505",3
"ENSRNOG00000070052",14
"ENSRNOG00000028884",1235
"ENSRNOG00000064519",0
"ENSRNOG00000031438",0
"ENSRNOG00000015780",2280
"ENSRNOG00000026833",4375
"ENSRNOG00000012500",322
"ENSRNOG00000069794",297
"ENSRNOG00000010663",0
"ENSRNOG00000015945",0
"ENSRNOG00000014427",24
"ENSRNOG00000008515",0
"ENSRNOG00000018184",3771
"ENSRNOG00000033796",0
"ENSRNOG00000014201",1
"ENSRNOG00000008039",354
"ENSRNOG00000014343",526
"ENSRNOG00000026979",43
"ENSRNOG00000070532",0
"ENSRNOG00000015201",0
"ENSRNOG00000060367",1631
"ENSRNOG00000029456",112
"ENSRNOG00000034236",2
"ENSRNOG00000018081",136
"ENSRNOG00000012803",591
"ENSRNOG00000007853",370
"ENSRNOG00000014576",23
"ENSRNOG00000056612",9
"ENSRNOG00000008095",2
"ENSRNOG00000008941",622
"ENSRNOG00000038746",79
"ENSRNOG00000034226",0
"ENSRNOG00000057754",2345
"ENSRNOG00000005574",143
"ENSRNOG00000057501",22
"ENSRNOG00000009848",5
"ENSRNOG00000008278",1241
"ENSRNOG00000056409",0
"ENSRNOG00000049470",0
"ENSRNOG00000065914",0
"ENSRNOG00000015878",24
"ENSRNOG00000022980",819
"ENSRNOG00000017332",45
"ENSRNOG00000009888",389
"ENSRNOG00000047179",17129
"ENSRNOG00000054257",992
"ENSRNOG00000057867",6
"ENSRNOG00000031782",0
"ENSRNOG00000016474",3120
"ENSRNOG00000008356",11
"ENSRNOG00000059702",167
"ENSRNOG00000009958",757
"ENSRNOG00000018502",195
"ENSRNOG00000009965",103
"ENSRNOG00000009994",516
"ENSRNOG00000054889",0
"ENSRNOG00000057676",4300
"ENSRNOG00000018333",691
"ENSRNOG00000056654",56
"ENSRNOG00000060338",0
"ENSRNOG00000055361",2
"ENSRNOG00000052869",121
"ENSRNOG00000071199",1
"ENSRNOG00000052983",4
"ENSRNOG00000032436",1166
"ENSRNOG00000069223",3
"ENSRNOG00000055594",1
"ENSRNOG00000059435",3
"ENSRNOG00000059039",0
"ENSRNOG00000038181",0
"ENSRNOG00000064292",0
"ENSRNOG00000064631",0
"ENSRNOG00000068974",0
"ENSRNOG00000066210",0
"ENSRNOG00000013669",936
"ENSRNOG00000055503",0
"ENSRNOG00000058522",1233
"ENSRNOG00000053428",1284
"ENSRNOG00000060576",0
"ENSRNOG00000053784",0
"ENSRNOG00000069892",0
"ENSRNOG00000069748",0
"ENSRNOG00000067497",0
"ENSRNOG00000006224",737
"ENSRNOG00000063162",0
"ENSRNOG00000052370",0
"ENSRNOG00000052158",0
"ENSRNOG00000066086",238
"ENSRNOG00000057260",1
"ENSRNOG00000051946",0
"ENSRNOG00000056719",0
"ENSRNOG00000054641",18
"ENSRNOG00000063103",3033
"ENSRNOG00000057248",0
"ENSRNOG00000066071",0
"ENSRNOG00000058231",0
"ENSRNOG00000059622",102
"ENSRNOG00000023007",16
"ENSRNOG00000066593",2
"ENSRNOG00000057712",0
"ENSRNOG00000052616",2
"ENSRNOG00000062396",1
"ENSRNOG00000067122",136
"ENSRNOG00000051411",1
"ENSRNOG00000067829",0
"ENSRNOG00000060922",0
"ENSRNOG00000066552",0
"ENSRNOG00000057457",0
"ENSRNOG00000037285",0
"ENSRNOG00000053289",0
"ENSRNOG00000064439",0
"ENSRNOG00000068232",0
"ENSRNOG00000051647",0
"ENSRNOG00000062332",0
"ENSRNOG00000052439",1
"ENSRNOG00000058866",3564
"ENSRNOG00000055465",0
"ENSRNOG00000058283",0
"ENSRNOG00000058614",0
"ENSRNOG00000056888",1
"ENSRNOG00000055263",0
"ENSRNOG00000033809",265
"ENSRNOG00000069442",3
"ENSRNOG00000062422",0
"ENSRNOG00000059888",0
"ENSRNOG00000060814",0
"ENSRNOG00000058443",0
"ENSRNOG00000055199",0
"ENSRNOG00000034938",0
"ENSRNOG00000063270",0
"ENSRNOG00000068219",0
"ENSRNOG00000066680",0
"ENSRNOG00000057236",3
"ENSRNOG00000057172",5
"ENSRNOG00000067770",0
"ENSRNOG00000067193",0
"ENSRNOG00000067210",0
"ENSRNOG00000062705",0
"ENSRNOG00000060204",2
"ENSRNOG00000053742",0
"ENSRNOG00000058998",0
"ENSRNOG00000055520",0
"ENSRNOG00000059346",0
"ENSRNOG00000057805",1
"ENSRNOG00000051997",9
"ENSRNOG00000058887",0
"ENSRNOG00000020847",128
"ENSRNOG00000055522",0
"ENSRNOG00000055808",0
"ENSRNOG00000059871",0
"ENSRNOG00000050473",1089
"ENSRNOG00000060943",0
"ENSRNOG00000056523",0
"ENSRNOG00000056506",0
"ENSRNOG00000055172",0
"ENSRNOG00000020721",393
"ENSRNOG00000054821",0
"ENSRNOG00000068517",0
"ENSRNOG00000058120",0
"ENSRNOG00000065508",0
"ENSRNOG00000064419",0
"ENSRNOG00000064954",0
"ENSRNOG00000030073",0
"ENSRNOG00000067180",0
"ENSRNOG00000065588",0
"ENSRNOG00000057055",0
"ENSRNOG00000060841",0
"ENSRNOG00000055565",0
"ENSRNOG00000067492",0
"ENSRNOG00000024330",0
"ENSRNOG00000059993",0
"ENSRNOG00000066368",0
"ENSRNOG00000068372",0
"ENSRNOG00000011193",0
"ENSRNOG00000054357",0
"ENSRNOG00000066631",1
"ENSRNOG00000051738",0
"ENSRNOG00000060720",0
"ENSRNOG00000059989",0
"ENSRNOG00000068344",0
"ENSRNOG00000059831",0
"ENSRNOG00000066537",0
"ENSRNOG00000053889",12
"ENSRNOG00000054323",0
"ENSRNOG00000055949",0
"ENSRNOG00000047799",452
"ENSRNOG00000031816",158
"ENSRNOG00000006331",3714
"ENSRNOG00000069372",38
"ENSRNOG00000020450",236
"ENSRNOG00000008214",450
"ENSRNOG00000025957",0
"ENSRNOG00000031141",1
"ENSRNOG00000008691",666
"ENSRNOG00000011138",9721
"ENSRNOG00000064605",2
"ENSRNOG00000009381",1474
"ENSRNOG00000050868",1
"ENSRNOG00000029861",0
"ENSRNOG00000011189",431
"ENSRNOG00000010447",38
"ENSRNOG00000030449",25
"ENSRNOG00000027145",158
"ENSRNOG00000011936",98
"ENSRNOG00000010917",0
"ENSRNOG00000010116",204
"ENSRNOG00000012073",1076
"ENSRNOG00000056051",0
"ENSRNOG00000009439",2
"ENSRNOG00000012406",776
"ENSRNOG00000000201",0
"ENSRNOG00000052787",390
"ENSRNOG00000012865",1478
"ENSRNOG00000010642",597
"ENSRNOG00000012927",84
"ENSRNOG00000010784",0
"ENSRNOG00000011521",85
"ENSRNOG00000060912",2892
"ENSRNOG00000032063",0
"ENSRNOG00000069906",1
"ENSRNOG00000007932",0
"ENSRNOG00000058470",4581
"ENSRNOG00000025071",2291
"ENSRNOG00000031965",0
"ENSRNOG00000046191",24
"ENSRNOG00000068670",0
"ENSRNOG00000020068",608
"ENSRNOG00000010657",8
"ENSRNOG00000037199",41
"ENSRNOG00000042903",41
"ENSRNOG00000020159",580
"ENSRNOG00000010895",2393
"ENSRNOG00000020185",703
"ENSRNOG00000008984",431
"ENSRNOG00000020249",140
"ENSRNOG00000066197",4
"ENSRNOG00000009580",61
"ENSRNOG00000021047",506
"ENSRNOG00000000199",0
"ENSRNOG00000069879",1132
"ENSRNOG00000065247",384
"ENSRNOG00000066863",0
"ENSRNOG00000023794",0
"ENSRNOG00000020948",308
"ENSRNOG00000067842",1015
"ENSRNOG00000007720",879
"ENSRNOG00000065279",246
"ENSRNOG00000013042",22
"ENSRNOG00000057691",7
"ENSRNOG00000063493",22
"ENSRNOG00000025332",2306
"ENSRNOG00000067811",657
"ENSRNOG00000068675",1020
"ENSRNOG00000065943",0
"ENSRNOG00000070669",3
"ENSRNOG00000065586",0
"ENSRNOG00000020955",0
"ENSRNOG00000066974",90
"ENSRNOG00000068755",0
"ENSRNOG00000070980",1
"ENSRNOG00000063823",1
"ENSRNOG00000065033",130
"ENSRNOG00000031827",1060
"ENSRNOG00000065901",22
"ENSRNOG00000065405",0
"ENSRNOG00000051671",1140
"ENSRNOG00000063535",674
"ENSRNOG00000064822",1
"ENSRNOG00000029543",441
"ENSRNOG00000010156",442
"ENSRNOG00000067175",1
"ENSRNOG00000064300",6
"ENSRNOG00000061650",1
"ENSRNOG00000064671",1
"ENSRNOG00000065802",18
"ENSRNOG00000067743",0
"ENSRNOG00000070021",2
"ENSRNOG00000067586",10
"ENSRNOG00000069347",6
"ENSRNOG00000065465",23
"ENSRNOG00000020288",789
"ENSRNOG00000067893",0
"ENSRNOG00000071079",21
"ENSRNOG00000069432",47
"ENSRNOG00000058012",0
"ENSRNOG00000031401",0
"ENSRNOG00000065759",0
"ENSRNOG00000042432",49
"ENSRNOG00000064745",67
"ENSRNOG00000017684",157
"ENSRNOG00000070705",0
"ENSRNOG00000070354",0
"ENSRNOG00000063500",0
"ENSRNOG00000037229",6
"ENSRNOG00000020284",463
"ENSRNOG00000070686",1
"ENSRNOG00000070739",1
"ENSRNOG00000017714",819
"ENSRNOG00000065882",0
"ENSRNOG00000013059",79
"ENSRNOG00000064430",0
"ENSRNOG00000027799",37
"ENSRNOG00000059167",0
"ENSRNOG00000067785",345
"ENSRNOG00000033921",392
"ENSRNOG00000011852",1501
"ENSRNOG00000053916",1
"ENSRNOG00000061154",0
"ENSRNOG00000064183",184
"ENSRNOG00000067595",67
"ENSRNOG00000069880",28
"ENSRNOG00000033378",1179
"ENSRNOG00000063882",4
"ENSRNOG00000062448",1
"ENSRNOG00000020804",1873
"ENSRNOG00000054131",2
"ENSRNOG00000068187",0
"ENSRNOG00000065458",8
"ENSRNOG00000070433",140
"ENSRNOG00000013399",0
"ENSRNOG00000059525",0
"ENSRNOG00000056472",0
"ENSRNOG00000055457",0
"ENSRNOG00000051955",0
"ENSRNOG00000005934",0
"ENSRNOG00000058213",0
"ENSRNOG00000037659",356
"ENSRNOG00000055883",0
"ENSRNOG00000057627",0
"ENSRNOG00000010004",0
"ENSRNOG00000013305",1055
"ENSRNOG00000014644",0
"ENSRNOG00000034503",0
"ENSRNOG00000052416",0
"ENSRNOG00000010024",769
"ENSRNOG00000012479",0
"ENSRNOG00000070463",0
"ENSRNOG00000054911",0
"ENSRNOG00000059726",0
"ENSRNOG00000055825",0
"ENSRNOG00000066222",0
"ENSRNOG00000059194",0
"ENSRNOG00000053403",0
"ENSRNOG00000066485",0
"ENSRNOG00000005970",255
"ENSRNOG00000008519",6367
"ENSRNOG00000052126",0
"ENSRNOG00000061858",0
"ENSRNOG00000058872",0
"ENSRNOG00000061762",0
"ENSRNOG00000010685",1293
"ENSRNOG00000066329",4
"ENSRNOG00000065611",0
"ENSRNOG00000058445",1
"ENSRNOG00000063132",0
"ENSRNOG00000031032",633
"ENSRNOG00000059581",0
"ENSRNOG00000053157",0
"ENSRNOG00000059364",0
"ENSRNOG00000019680",4
"ENSRNOG00000009773",229
"ENSRNOG00000064465",0
"ENSRNOG00000058412",1059
"ENSRNOG00000056584",0
"ENSRNOG00000059045",0
"ENSRNOG00000070515",0
"ENSRNOG00000057922",0
"ENSRNOG00000029572",701
"ENSRNOG00000052284",0
"ENSRNOG00000065714",0
"ENSRNOG00000008554",509
"ENSRNOG00000066730",8
"ENSRNOG00000059324",0
"ENSRNOG00000052988",0
"ENSRNOG00000064837",0
"ENSRNOG00000016592",9303
"ENSRNOG00000066326",0
"ENSRNOG00000067349",1
"ENSRNOG00000061033",0
"ENSRNOG00000016561",0
"ENSRNOG00000065323",0
"ENSRNOG00000014025",11
"ENSRNOG00000029055",213
"ENSRNOG00000047867",185
"ENSRNOG00000026821",762
"ENSRNOG00000008151",1677
"ENSRNOG00000048718",879
"ENSRNOG00000009928",418
"ENSRNOG00000014064",2033
"ENSRNOG00000032618",47
"ENSRNOG00000011251",2
"ENSRNOG00000014917",274
"ENSRNOG00000006302",1630
"ENSRNOG00000008173",8919
"ENSRNOG00000031132",1
"ENSRNOG00000042726",0
"ENSRNOG00000047768",2029
"ENSRNOG00000008652",654
"ENSRNOG00000063507",1
"ENSRNOG00000065246",0
"ENSRNOG00000030318",3
"ENSRNOG00000047606",0
"ENSRNOG00000009715",3058
"ENSRNOG00000046155",9
"ENSRNOG00000013229",243
"ENSRNOG00000024757",1892
"ENSRNOG00000009233",353
"ENSRNOG00000065366",2754
"ENSRNOG00000046848",146
"ENSRNOG00000027728",845
"ENSRNOG00000030551",1
"ENSRNOG00000009506",519
"ENSRNOG00000008363",5
"ENSRNOG00000043223",123
"ENSRNOG00000010240",329
"ENSRNOG00000025184",290
"ENSRNOG00000054863",0
"ENSRNOG00000045905",8
"ENSRNOG00000010545",5
"ENSRNOG00000010060",350
"ENSRNOG00000048919",26
"ENSRNOG00000010608",288
"ENSRNOG00000028036",143
"ENSRNOG00000047468",0
"ENSRNOG00000056092",0
"ENSRNOG00000010694",835
"ENSRNOG00000010802",167
"ENSRNOG00000062992",167
"ENSRNOG00000011491",2380
"ENSRNOG00000008990",2221
"ENSRNOG00000024336",956
"ENSRNOG00000022456",1
"ENSRNOG00000014871",0
"ENSRNOG00000010942",250
"ENSRNOG00000007038",0
"ENSRNOG00000069443",35
"ENSRNOG00000010699",4
"ENSRNOG00000026951",2905
"ENSRNOG00000013889",4001
"ENSRNOG00000030098",3
"ENSRNOG00000011241",265
"ENSRNOG00000011071",2404
"ENSRNOG00000009043",0
"ENSRNOG00000009599",20
"ENSRNOG00000064384",0
"ENSRNOG00000008919",18
"ENSRNOG00000009203",0
"ENSRNOG00000009613",3
"ENSRNOG00000011348",1329
"ENSRNOG00000005923",2896
"ENSRNOG00000014543",2765
"ENSRNOG00000011501",18790
"ENSRNOG00000008865",976
"ENSRNOG00000006792",426
"ENSRNOG00000022847",720
"ENSRNOG00000018153",2860
"ENSRNOG00000009515",287
"ENSRNOG00000020733",0
"ENSRNOG00000024863",394
"ENSRNOG00000037171",2
"ENSRNOG00000023330",5
"ENSRNOG00000029649",0
"ENSRNOG00000019894",0
"ENSRNOG00000023214",32
"ENSRNOG00000011162",56
"ENSRNOG00000067317",1469
"ENSRNOG00000061247",5
"ENSRNOG00000037175",2
"ENSRNOG00000023861",13
"ENSRNOG00000021091",9
"ENSRNOG00000031660",0
"ENSRNOG00000006324",549
"ENSRNOG00000008490",347
"ENSRNOG00000010480",6
"ENSRNOG00000010496",349
"ENSRNOG00000013937",0
"ENSRNOG00000020748",6879
"ENSRNOG00000011585",70
"ENSRNOG00000008607",348
"ENSRNOG00000010887",365
"ENSRNOG00000053034",3
"ENSRNOG00000010921",278
"ENSRNOG00000043085",0
"ENSRNOG00000031522",0
"ENSRNOG00000009729",834
"ENSRNOG00000013794",0
"ENSRNOG00000013932",2
"ENSRNOG00000052334",0
"ENSRNOG00000061716",0
"ENSRNOG00000060532",0
"ENSRNOG00000064258",190
"ENSRNOG00000069577",2525
"ENSRNOG00000069622",0
"ENSRNOG00000068297",0
"ENSRNOG00000009878",6175
"ENSRNOG00000065106",0
"ENSRNOG00000061167",0
"ENSRNOG00000030856",0
"ENSRNOG00000052850",0
"ENSRNOG00000016413",4
"ENSRNOG00000054859",0
"ENSRNOG00000059339",2
"ENSRNOG00000034283",0
"ENSRNOG00000064805",4
"ENSRNOG00000010999",241
"ENSRNOG00000061688",0
"ENSRNOG00000011922",2321
"ENSRNOG00000026489",0
"ENSRNOG00000067629",0
"ENSRNOG00000020579",0
"ENSRNOG00000014060",1905
"ENSRNOG00000058606",3
"ENSRNOG00000009054",1
"ENSRNOG00000065153",0
"ENSRNOG00000060736",0
"ENSRNOG00000055845",2
"ENSRNOG00000011455",764
"ENSRNOG00000031523",0
"ENSRNOG00000051847",0
"ENSRNOG00000057204",1
"ENSRNOG00000060932",0
"ENSRNOG00000054457",0
"ENSRNOG00000030845",0
"ENSRNOG00000033654",0
"ENSRNOG00000014477",21
"ENSRNOG00000015233",1215
"ENSRNOG00000067864",7
"ENSRNOG00000026643",584
"ENSRNOG00000027099",199
"ENSRNOG00000052161",0
"ENSRNOG00000068004",0
"ENSRNOG00000057682",1
"ENSRNOG00000070154",81
"ENSRNOG00000070900",0
"ENSRNOG00000054837",0
"ENSRNOG00000039922",0
"ENSRNOG00000010277",2173
"ENSRNOG00000037167",0
"ENSRNOG00000030069",69
"ENSRNOG00000054664",0
"ENSRNOG00000065634",0
"ENSRNOG00000039919",0
"ENSRNOG00000052797",0
"ENSRNOG00000052063",0
"ENSRNOG00000052082",0
"ENSRNOG00000067805",0
"ENSRNOG00000055151",1
"ENSRNOG00000035561",0
"ENSRNOG00000006577",0
"ENSRNOG00000069451",0
"ENSRNOG00000005713",390
"ENSRNOG00000035484",0
"ENSRNOG00000070961",0
"ENSRNOG00000029029",2
"ENSRNOG00000035478",0
"ENSRNOG00000013265",5528
"ENSRNOG00000035502",0
"ENSRNOG00000069944",0
"ENSRNOG00000005879",2139
"ENSRNOG00000056387",0
"ENSRNOG00000011381",1
"ENSRNOG00000063093",0
"ENSRNOG00000035522",0
"ENSRNOG00000029054",0
"ENSRNOG00000036531",0
"ENSRNOG00000064567",0
"ENSRNOG00000035548",1
"ENSRNOG00000069547",0
"ENSRNOG00000050242",2
"ENSRNOG00000067642",0
"ENSRNOG00000035550",0
"ENSRNOG00000066551",0
"ENSRNOG00000050956",0
"ENSRNOG00000069259",0
"ENSRNOG00000035456",0
"ENSRNOG00000052305",691
"ENSRNOG00000035582",0
"ENSRNOG00000033025",0
"ENSRNOG00000065818",0
"ENSRNOG00000035607",0
"ENSRNOG00000033839",0
"ENSRNOG00000047361",0
"ENSRNOG00000066231",1
"ENSRNOG00000035641",0
"ENSRNOG00000010434",958
"ENSRNOG00000028864",0
"ENSRNOG00000069060",0
"ENSRNOG00000030569",0
"ENSRNOG00000065222",0
"ENSRNOG00000000204",1687
"ENSRNOG00000006428",0
"ENSRNOG00000013271",1753
"ENSRNOG00000030965",0
"ENSRNOG00000063435",0
"ENSRNOG00000006439",0
"ENSRNOG00000066216",0
"ENSRNOG00000064460",0
"ENSRNOG00000067509",0
"ENSRNOG00000037305",0
"ENSRNOG00000068702",3
"ENSRNOG00000028869",2
"ENSRNOG00000027052",6
"ENSRNOG00000012123",268
"ENSRNOG00000008487",1036
"ENSRNOG00000019390",714
"ENSRNOG00000062569",0
"ENSRNOG00000051142",0
"ENSRNOG00000005955",7
"ENSRNOG00000064642",0
"ENSRNOG00000071182",0
"ENSRNOG00000019404",44
"ENSRNOG00000066152",0
"ENSRNOG00000011563",0
"ENSRNOG00000013585",120
"ENSRNOG00000051115",0
"ENSRNOG00000063981",0
"ENSRNOG00000032884",0
"ENSRNOG00000020737",319
"ENSRNOG00000067160",0
