"","IGFNS3_aligned.bam"
"ENSRNOG00000038477",0
"ENSRNOG00000069258",0
"ENSRNOG00000071168",0
"ENSRNOG00000031942",0
"ENSRNOG00000066234",0
"ENSRNOG00000032238",869
"ENSRNOG00000067373",0
"ENSRNOG00000066601",0
"ENSRNOG00000015370",0
"ENSRNOG00000070792",0
"ENSRNOG00000069888",0
"ENSRNOG00000056873",0
"ENSRNOG00000012470",325
"ENSRNOG00000066959",0
"ENSRNOG00000011909",208
"ENSRNOG00000067945",74
"ENSRNOG00000056476",1
"ENSRNOG00000066696",0
"ENSRNOG00000047853",337
"ENSRNOG00000067592",0
"ENSRNOG00000052349",0
"ENSRNOG00000058082",0
"ENSRNOG00000013493",729
"ENSRNOG00000048802",0
"ENSRNOG00000064020",0
"ENSRNOG00000020356",444
"ENSRNOG00000018797",20
"ENSRNOG00000058978",0
"ENSRNOG00000069214",1
"ENSRNOG00000047382",0
"ENSRNOG00000070209",0
"ENSRNOG00000059611",0
"ENSRNOG00000053820",14
"ENSRNOG00000012106",106
"ENSRNOG00000069484",0
"ENSRNOG00000053238",0
"ENSRNOG00000069965",0
"ENSRNOG00000008048",161
"ENSRNOG00000010386",2235
"ENSRNOG00000010096",570
"ENSRNOG00000038864",115
"ENSRNOG00000059654",6
"ENSRNOG00000006363",0
"ENSRNOG00000057454",0
"ENSRNOG00000065164",1
"ENSRNOG00000007266",0
"ENSRNOG00000005918",113
"ENSRNOG00000068947",0
"ENSRNOG00000042259",0
"ENSRNOG00000022376",0
"ENSRNOG00000062517",217
"ENSRNOG00000020608",186
"ENSRNOG00000042940",1
"ENSRNOG00000018812",163
"ENSRNOG00000015333",27
"ENSRNOG00000014383",0
"ENSRNOG00000020519",411
"ENSRNOG00000054780",0
"ENSRNOG00000070028",48
"ENSRNOG00000061240",0
"ENSRNOG00000031779",0
"ENSRNOG00000051988",1
"ENSRNOG00000050216",0
"ENSRNOG00000053404",3
"ENSRNOG00000070285",2232
"ENSRNOG00000062056",1
"ENSRNOG00000020679",1538
"ENSRNOG00000020880",347
"ENSRNOG00000007865",0
"ENSRNOG00000049128",1489
"ENSRNOG00000042078",4
"ENSRNOG00000017600",989
"ENSRNOG00000020694",51
"ENSRNOG00000012862",115
"ENSRNOG00000065686",7
"ENSRNOG00000064920",0
"ENSRNOG00000020891",17
"ENSRNOG00000018711",0
"ENSRNOG00000015869",810
"ENSRNOG00000013829",0
"ENSRNOG00000064355",347
"ENSRNOG00000014801",124
"ENSRNOG00000017382",1727
"ENSRNOG00000069661",622
"ENSRNOG00000016173",0
"ENSRNOG00000029195",39
"ENSRNOG00000042140",3
"ENSRNOG00000016384",66
"ENSRNOG00000020474",256
"ENSRNOG00000029773",664
"ENSRNOG00000022704",21
"ENSRNOG00000019363",46
"ENSRNOG00000020619",2997
"ENSRNOG00000064941",32
"ENSRNOG00000054008",83
"ENSRNOG00000060723",2126
"ENSRNOG00000020361",344
"ENSRNOG00000020915",2367
"ENSRNOG00000042519",2533
"ENSRNOG00000020878",399
"ENSRNOG00000014168",633
"ENSRNOG00000016905",1091
"ENSRNOG00000030386",1
"ENSRNOG00000018577",116
"ENSRNOG00000015049",0
"ENSRNOG00000047984",363
"ENSRNOG00000029194",868
"ENSRNOG00000068932",0
"ENSRNOG00000064984",11
"ENSRNOG00000018786",49
"ENSRNOG00000054902",167
"ENSRNOG00000024934",846
"ENSRNOG00000019492",123
"ENSRNOG00000018848",403
"ENSRNOG00000009945",4
"ENSRNOG00000049083",0
"ENSRNOG00000066029",0
"ENSRNOG00000013634",937
"ENSRNOG00000010027",383
"ENSRNOG00000050214",187
"ENSRNOG00000009161",730
"ENSRNOG00000027109",12
"ENSRNOG00000066967",0
"ENSRNOG00000017208",19
"ENSRNOG00000032908",153
"ENSRNOG00000042951",455
"ENSRNOG00000019355",1
"ENSRNOG00000065187",12
"ENSRNOG00000015336",7
"ENSRNOG00000013802",867
"ENSRNOG00000006864",237
"ENSRNOG00000008210",0
"ENSRNOG00000064714",14
"ENSRNOG00000030183",7714
"ENSRNOG00000027880",73
"ENSRNOG00000007862",627
"ENSRNOG00000048978",265
"ENSRNOG00000008981",3059
"ENSRNOG00000014529",623
"ENSRNOG00000022702",667
"ENSRNOG00000032085",2
"ENSRNOG00000015149",4
"ENSRNOG00000069604",1
"ENSRNOG00000009014",44
"ENSRNOG00000008410",126
"ENSRNOG00000067803",22
"ENSRNOG00000008530",67
"ENSRNOG00000019374",1038
"ENSRNOG00000019321",0
"ENSRNOG00000048975",0
"ENSRNOG00000018509",0
"ENSRNOG00000010186",762
"ENSRNOG00000032919",209
"ENSRNOG00000050519",13213
"ENSRNOG00000008219",0
"ENSRNOG00000054172",4610
"ENSRNOG00000048812",5026
"ENSRNOG00000008459",159
"ENSRNOG00000047734",2150
"ENSRNOG00000020656",51
"ENSRNOG00000019271",57
"ENSRNOG00000011027",545
"ENSRNOG00000017460",355
"ENSRNOG00000009005",218
"ENSRNOG00000008312",4
"ENSRNOG00000020667",2701
"ENSRNOG00000000219",1024
"ENSRNOG00000008593",1015
"ENSRNOG00000020936",0
"ENSRNOG00000008074",7
"ENSRNOG00000020946",110
"ENSRNOG00000010940",656
"ENSRNOG00000022540",285
"ENSRNOG00000007442",1552
"ENSRNOG00000020670",163
"ENSRNOG00000050690",0
"ENSRNOG00000033433",152
"ENSRNOG00000010951",824
"ENSRNOG00000022845",23
"ENSRNOG00000042660",1
"ENSRNOG00000043167",40
"ENSRNOG00000010260",1013
"ENSRNOG00000025881",1256
"ENSRNOG00000011478",34
"ENSRNOG00000054635",0
"ENSRNOG00000052634",8
"ENSRNOG00000026577",0
"ENSRNOG00000016512",22
"ENSRNOG00000026455",512
"ENSRNOG00000023021",908
"ENSRNOG00000066638",161
"ENSRNOG00000022999",389
"ENSRNOG00000008400",1025
"ENSRNOG00000030688",13
"ENSRNOG00000010196",3859
"ENSRNOG00000009789",532
"ENSRNOG00000051792",1032
"ENSRNOG00000019317",0
"ENSRNOG00000011435",136
"ENSRNOG00000011820",99
"ENSRNOG00000010524",5024
"ENSRNOG00000018689",1006
"ENSRNOG00000018552",246
"ENSRNOG00000010911",891
"ENSRNOG00000018982",3
"ENSRNOG00000047873",212
"ENSRNOG00000004135",231
"ENSRNOG00000009887",1807
"ENSRNOG00000013171",0
"ENSRNOG00000060356",150
"ENSRNOG00000068525",0
"ENSRNOG00000013136",822
"ENSRNOG00000068374",254
"ENSRNOG00000005426",237
"ENSRNOG00000011201",50
"ENSRNOG00000054468",169
"ENSRNOG00000062699",0
"ENSRNOG00000025643",0
"ENSRNOG00000006490",4975
"ENSRNOG00000004050",453
"ENSRNOG00000004320",119
"ENSRNOG00000026112",3
"ENSRNOG00000011595",227
"ENSRNOG00000004344",2367
"ENSRNOG00000017193",169
"ENSRNOG00000060337",30
"ENSRNOG00000012438",22
"ENSRNOG00000019136",2289
"ENSRNOG00000037085",17
"ENSRNOG00000032027",189
"ENSRNOG00000038459",112
"ENSRNOG00000019262",934
"ENSRNOG00000018671",690
"ENSRNOG00000053687",4
"ENSRNOG00000019500",43
"ENSRNOG00000062710",69
"ENSRNOG00000063877",2
"ENSRNOG00000009450",3
"ENSRNOG00000019007",4928
"ENSRNOG00000033608",2831
"ENSRNOG00000018816",3913
"ENSRNOG00000019481",0
"ENSRNOG00000010252",2218
"ENSRNOG00000019472",0
"ENSRNOG00000019428",72
"ENSRNOG00000006311",1
"ENSRNOG00000009029",5841
"ENSRNOG00000006336",370
"ENSRNOG00000009332",5
"ENSRNOG00000019579",634
"ENSRNOG00000006319",10
"ENSRNOG00000070150",0
"ENSRNOG00000070499",277
"ENSRNOG00000006620",0
"ENSRNOG00000030126",493
"ENSRNOG00000019677",112
"ENSRNOG00000016942",863
"ENSRNOG00000018898",437
"ENSRNOG00000062987",66
"ENSRNOG00000070915",0
"ENSRNOG00000022382",1398
"ENSRNOG00000068642",0
"ENSRNOG00000032254",985
"ENSRNOG00000006244",129
"ENSRNOG00000006730",0
"ENSRNOG00000053753",95
"ENSRNOG00000006736",0
"ENSRNOG00000018047",355
"ENSRNOG00000030654",584
"ENSRNOG00000063127",0
"ENSRNOG00000049115",0
"ENSRNOG00000034089",4
"ENSRNOG00000063332",1
"ENSRNOG00000013013",1052
"ENSRNOG00000004760",376
"ENSRNOG00000004837",603
"ENSRNOG00000015257",1233
"ENSRNOG00000013874",8704
"ENSRNOG00000009173",217
"ENSRNOG00000063389",0
"ENSRNOG00000013610",1
"ENSRNOG00000005149",524
"ENSRNOG00000014080",1424
"ENSRNOG00000006010",0
"ENSRNOG00000047457",0
"ENSRNOG00000025676",12
"ENSRNOG00000068512",0
"ENSRNOG00000034272",941
"ENSRNOG00000004104",62
"ENSRNOG00000025554",529
"ENSRNOG00000004540",34
"ENSRNOG00000046257",565
"ENSRNOG00000010176",995
"ENSRNOG00000000221",324
"ENSRNOG00000019350",0
"ENSRNOG00000004085",448
"ENSRNOG00000011619",1456
"ENSRNOG00000004743",0
"ENSRNOG00000025601",0
"ENSRNOG00000022081",5
"ENSRNOG00000032531",0
"ENSRNOG00000009157",195
"ENSRNOG00000071140",1
"ENSRNOG00000047133",38
"ENSRNOG00000069781",0
"ENSRNOG00000014164",1
"ENSRNOG00000012119",59
"ENSRNOG00000011302",1226
"ENSRNOG00000007687",443
"ENSRNOG00000006723",648
"ENSRNOG00000071217",62
"ENSRNOG00000023129",129
"ENSRNOG00000003825",1184
"ENSRNOG00000018931",283
"ENSRNOG00000028330",977
"ENSRNOG00000021294",0
"ENSRNOG00000017256",9
"ENSRNOG00000016623",7
"ENSRNOG00000042889",5
"ENSRNOG00000011740",1277
"ENSRNOG00000022894",1190
"ENSRNOG00000064735",1
"ENSRNOG00000019476",2253
"ENSRNOG00000022812",518
"ENSRNOG00000012959",1412
"ENSRNOG00000019592",2
"ENSRNOG00000012502",1010
"ENSRNOG00000016866",132
"ENSRNOG00000019648",5740
"ENSRNOG00000024562",1026
"ENSRNOG00000013508",6652
"ENSRNOG00000019622",3041
"ENSRNOG00000013583",83
"ENSRNOG00000019495",0
"ENSRNOG00000003357",105217
"ENSRNOG00000019557",0
"ENSRNOG00000024688",55
"ENSRNOG00000052979",2
"ENSRNOG00000003736",13932
"ENSRNOG00000018185",1
"ENSRNOG00000023238",933
"ENSRNOG00000056246",1921
"ENSRNOG00000019635",557
"ENSRNOG00000038738",0
"ENSRNOG00000018998",1666
"ENSRNOG00000028557",139
"ENSRNOG00000019079",374
"ENSRNOG00000018395",998
"ENSRNOG00000019085",2368
"ENSRNOG00000019195",245
"ENSRNOG00000048320",2080
"ENSRNOG00000014079",4220
"ENSRNOG00000019332",779
"ENSRNOG00000016269",2967
"ENSRNOG00000012375",220
"ENSRNOG00000018863",137
"ENSRNOG00000015416",52
"ENSRNOG00000013388",526
"ENSRNOG00000018949",5
"ENSRNOG00000018740",2694
"ENSRNOG00000062384",10
"ENSRNOG00000068276",0
"ENSRNOG00000062838",0
"ENSRNOG00000066510",0
"ENSRNOG00000061867",0
"ENSRNOG00000019598",1468
"ENSRNOG00000060287",0
"ENSRNOG00000053138",0
"ENSRNOG00000068545",0
"ENSRNOG00000047247",7909
"ENSRNOG00000054342",0
"ENSRNOG00000056745",0
"ENSRNOG00000053344",0
"ENSRNOG00000065549",0
"ENSRNOG00000068629",0
"ENSRNOG00000057405",0
"ENSRNOG00000053170",0
"ENSRNOG00000061208",0
"ENSRNOG00000012663",113
"ENSRNOG00000068091",0
"ENSRNOG00000053211",0
"ENSRNOG00000059737",0
"ENSRNOG00000059892",0
"ENSRNOG00000058013",0
"ENSRNOG00000053280",0
"ENSRNOG00000061820",0
"ENSRNOG00000012924",236
"ENSRNOG00000052012",0
"ENSRNOG00000052890",0
"ENSRNOG00000025808",144
"ENSRNOG00000055876",0
"ENSRNOG00000063147",0
"ENSRNOG00000066032",6
"ENSRNOG00000065169",0
"ENSRNOG00000011677",936
"ENSRNOG00000060877",0
"ENSRNOG00000051613",0
"ENSRNOG00000057549",0
"ENSRNOG00000061387",0
"ENSRNOG00000019734",323
"ENSRNOG00000052748",0
"ENSRNOG00000053524",0
"ENSRNOG00000070942",0
"ENSRNOG00000060216",0
"ENSRNOG00000055464",0
"ENSRNOG00000053322",0
"ENSRNOG00000057259",1
"ENSRNOG00000062628",0
"ENSRNOG00000061323",0
"ENSRNOG00000019743",958
"ENSRNOG00000019871",0
"ENSRNOG00000052808",0
"ENSRNOG00000056414",0
"ENSRNOG00000065829",2
"ENSRNOG00000054221",0
"ENSRNOG00000059692",0
"ENSRNOG00000033672",0
"ENSRNOG00000057508",0
"ENSRNOG00000070445",1
"ENSRNOG00000067836",0
"ENSRNOG00000063837",0
"ENSRNOG00000054100",0
"ENSRNOG00000061136",0
"ENSRNOG00000071007",0
"ENSRNOG00000026025",0
"ENSRNOG00000051422",0
"ENSRNOG00000069585",0
"ENSRNOG00000056965",0
"ENSRNOG00000051703",8
"ENSRNOG00000056839",1
"ENSRNOG00000064550",0
"ENSRNOG00000042497",0
"ENSRNOG00000061680",48
"ENSRNOG00000070147",0
"ENSRNOG00000064914",0
"ENSRNOG00000019963",7
"ENSRNOG00000051910",0
"ENSRNOG00000066347",0
"ENSRNOG00000055077",0
"ENSRNOG00000064080",1352
"ENSRNOG00000057648",0
"ENSRNOG00000018273",2523
"ENSRNOG00000068501",0
"ENSRNOG00000051658",0
"ENSRNOG00000053713",0
"ENSRNOG00000054554",0
"ENSRNOG00000060984",14
"ENSRNOG00000054500",0
"ENSRNOG00000019975",1911
"ENSRNOG00000051493",1
"ENSRNOG00000052997",0
"ENSRNOG00000057694",0
"ENSRNOG00000064448",0
"ENSRNOG00000051685",0
"ENSRNOG00000053947",0
"ENSRNOG00000053750",0
"ENSRNOG00000019474",5
"ENSRNOG00000055019",0
"ENSRNOG00000058076",0
"ENSRNOG00000063445",0
"ENSRNOG00000052045",0
"ENSRNOG00000019511",1385
"ENSRNOG00000067176",0
"ENSRNOG00000056080",0
"ENSRNOG00000070466",0
"ENSRNOG00000056367",0
"ENSRNOG00000057725",0
"ENSRNOG00000058339",0
"ENSRNOG00000054529",8
"ENSRNOG00000053606",40
"ENSRNOG00000051897",0
"ENSRNOG00000055628",0
"ENSRNOG00000055016",0
"ENSRNOG00000059249",0
"ENSRNOG00000051992",1
"ENSRNOG00000019752",328
"ENSRNOG00000068294",0
"ENSRNOG00000019953",965
"ENSRNOG00000060945",0
"ENSRNOG00000061591",0
"ENSRNOG00000057331",0
"ENSRNOG00000061666",4
"ENSRNOG00000020083",605
"ENSRNOG00000010174",51
"ENSRNOG00000064727",218
"ENSRNOG00000066866",2164
"ENSRNOG00000019834",23163
"ENSRNOG00000071096",0
"ENSRNOG00000060095",0
"ENSRNOG00000020254",1017
"ENSRNOG00000066414",16
"ENSRNOG00000070018",322
"ENSRNOG00000064659",0
"ENSRNOG00000069232",97
"ENSRNOG00000068250",117
"ENSRNOG00000070710",0
"ENSRNOG00000019907",600
"ENSRNOG00000013257",11
"ENSRNOG00000065032",0
"ENSRNOG00000063606",0
"ENSRNOG00000063759",6
"ENSRNOG00000019900",88
"ENSRNOG00000064760",3
"ENSRNOG00000068790",0
"ENSRNOG00000064857",130
"ENSRNOG00000067557",0
"ENSRNOG00000049785",745
"ENSRNOG00000064017",89
"ENSRNOG00000047218",26
"ENSRNOG00000052844",0
"ENSRNOG00000064420",0
"ENSRNOG00000069207",6
"ENSRNOG00000062764",14
"ENSRNOG00000068669",0
"ENSRNOG00000003242",700
"ENSRNOG00000062818",0
"ENSRNOG00000068089",1
"ENSRNOG00000069708",8
"ENSRNOG00000019961",2
"ENSRNOG00000064695",217
"ENSRNOG00000071018",2
"ENSRNOG00000065569",0
"ENSRNOG00000069650",4
"ENSRNOG00000069108",67
"ENSRNOG00000010232",3
"ENSRNOG00000019892",1175
"ENSRNOG00000065393",2
"ENSRNOG00000065180",0
"ENSRNOG00000048651",2
"ENSRNOG00000066291",0
"ENSRNOG00000064678",0
"ENSRNOG00000063246",0
"ENSRNOG00000010592",46
"ENSRNOG00000067466",0
"ENSRNOG00000064625",2
"ENSRNOG00000064843",2314
"ENSRNOG00000068597",0
"ENSRNOG00000047223",0
"ENSRNOG00000066918",159
"ENSRNOG00000063871",6
"ENSRNOG00000068218",211
"ENSRNOG00000046479",141
"ENSRNOG00000067937",3
"ENSRNOG00000025693",0
"ENSRNOG00000063619",1931
"ENSRNOG00000067085",0
"ENSRNOG00000066608",31
"ENSRNOG00000064267",0
"ENSRNOG00000048509",1567
"ENSRNOG00000063382",2
"ENSRNOG00000067476",9
"ENSRNOG00000025691",0
"ENSRNOG00000067231",41
"ENSRNOG00000021384",93
"ENSRNOG00000019926",119
"ENSRNOG00000065512",5
"ENSRNOG00000065261",227
"ENSRNOG00000064212",0
"ENSRNOG00000069534",0
"ENSRNOG00000067510",46
"ENSRNOG00000062778",0
"ENSRNOG00000067543",0
"ENSRNOG00000012689",0
"ENSRNOG00000048411",275
"ENSRNOG00000066315",0
"ENSRNOG00000020355",658
"ENSRNOG00000070970",0
"ENSRNOG00000065623",0
"ENSRNOG00000064815",187
"ENSRNOG00000066163",0
"ENSRNOG00000065056",0
"ENSRNOG00000066640",1
"ENSRNOG00000057291",3
"ENSRNOG00000020115",562
"ENSRNOG00000063266",18
"ENSRNOG00000012331",127
"ENSRNOG00000020153",331
"ENSRNOG00000064128",1055
"ENSRNOG00000068999",74
"ENSRNOG00000070271",105
"ENSRNOG00000068041",0
"ENSRNOG00000069857",197
"ENSRNOG00000066727",0
"ENSRNOG00000070944",362
"ENSRNOG00000045605",941
"ENSRNOG00000064410",4
"ENSRNOG00000025079",260
"ENSRNOG00000066791",0
"ENSRNOG00000062524",0
"ENSRNOG00000058458",28
"ENSRNOG00000065709",0
"ENSRNOG00000063935",16
"ENSRNOG00000065023",4
"ENSRNOG00000020193",177
"ENSRNOG00000037402",244
"ENSRNOG00000063186",3
"ENSRNOG00000065880",0
"ENSRNOG00000064453",0
"ENSRNOG00000069449",58
"ENSRNOG00000065469",1
"ENSRNOG00000013516",5576
"ENSRNOG00000070837",0
"ENSRNOG00000065306",2
"ENSRNOG00000050509",5
"ENSRNOG00000065392",0
"ENSRNOG00000065407",0
"ENSRNOG00000047456",168
"ENSRNOG00000070735",33
"ENSRNOG00000063123",3
"ENSRNOG00000066026",27
"ENSRNOG00000057332",0
"ENSRNOG00000012708",0
"ENSRNOG00000024717",2
"ENSRNOG00000049983",4
"ENSRNOG00000065695",3
"ENSRNOG00000067328",3
"ENSRNOG00000010350",400
"ENSRNOG00000011825",57
"ENSRNOG00000065697",4
"ENSRNOG00000067920",3
"ENSRNOG00000069302",6
"ENSRNOG00000027091",671
"ENSRNOG00000066507",0
"ENSRNOG00000024878",0
"ENSRNOG00000027035",173
"ENSRNOG00000011022",0
"ENSRNOG00000049221",869
"ENSRNOG00000063386",0
"ENSRNOG00000010185",276
"ENSRNOG00000019316",1295
"ENSRNOG00000068801",50
"ENSRNOG00000067653",0
"ENSRNOG00000020105",43
"ENSRNOG00000063002",0
"ENSRNOG00000010188",592
"ENSRNOG00000066764",0
"ENSRNOG00000058900",0
"ENSRNOG00000017273",100
"ENSRNOG00000011154",0
"ENSRNOG00000066144",3
"ENSRNOG00000049142",700
"ENSRNOG00000070407",0
"ENSRNOG00000057874",0
"ENSRNOG00000047046",678
"ENSRNOG00000068766",1
"ENSRNOG00000062544",0
"ENSRNOG00000057873",0
"ENSRNOG00000067131",0
"ENSRNOG00000047860",0
"ENSRNOG00000052806",0
"ENSRNOG00000053594",0
"ENSRNOG00000013225",0
"ENSRNOG00000016470",764
"ENSRNOG00000054654",0
"ENSRNOG00000063556",4
"ENSRNOG00000049918",1
"ENSRNOG00000058449",2
"ENSRNOG00000052156",1
"ENSRNOG00000016012",4288
"ENSRNOG00000068211",0
"ENSRNOG00000010519",48
"ENSRNOG00000065625",2
"ENSRNOG00000065436",0
"ENSRNOG00000057872",2
"ENSRNOG00000066605",0
"ENSRNOG00000057673",0
"ENSRNOG00000045998",3
"ENSRNOG00000059410",0
"ENSRNOG00000063860",1
"ENSRNOG00000057084",0
"ENSRNOG00000063133",0
"ENSRNOG00000054491",0
"ENSRNOG00000011517",50
"ENSRNOG00000052875",0
"ENSRNOG00000058881",0
"ENSRNOG00000062887",0
"ENSRNOG00000056779",0
"ENSRNOG00000050990",0
"ENSRNOG00000053003",0
"ENSRNOG00000069635",124
"ENSRNOG00000051367",0
"ENSRNOG00000068915",0
"ENSRNOG00000014456",715
"ENSRNOG00000060578",1
"ENSRNOG00000051900",0
"ENSRNOG00000068858",0
"ENSRNOG00000061501",0
"ENSRNOG00000056167",0
"ENSRNOG00000014525",412
"ENSRNOG00000048967",51
"ENSRNOG00000054740",0
"ENSRNOG00000046883",1924
"ENSRNOG00000057108",0
"ENSRNOG00000019763",1
"ENSRNOG00000054171",0
"ENSRNOG00000069851",0
"ENSRNOG00000050121",0
"ENSRNOG00000051624",1770
"ENSRNOG00000064360",0
"ENSRNOG00000065289",0
"ENSRNOG00000065718",0
"ENSRNOG00000057288",0
"ENSRNOG00000004452",0
"ENSRNOG00000061512",0
"ENSRNOG00000012535",0
"ENSRNOG00000061161",0
"ENSRNOG00000070999",0
"ENSRNOG00000050748",2083
"ENSRNOG00000060171",1
"ENSRNOG00000012509",0
"ENSRNOG00000061150",0
"ENSRNOG00000014980",569
"ENSRNOG00000056470",0
"ENSRNOG00000046194",0
"ENSRNOG00000012543",186
"ENSRNOG00000035498",0
"ENSRNOG00000066151",1265
"ENSRNOG00000035455",0
"ENSRNOG00000035571",0
"ENSRNOG00000012467",0
"ENSRNOG00000050999",0
"ENSRNOG00000015594",856
"ENSRNOG00000035562",0
"ENSRNOG00000048462",1786
"ENSRNOG00000049078",0
"ENSRNOG00000035608",1
"ENSRNOG00000023577",622
"ENSRNOG00000055383",11
"ENSRNOG00000035646",0
"ENSRNOG00000013496",0
"ENSRNOG00000024917",0
"ENSRNOG00000013600",0
"ENSRNOG00000016057",2
"ENSRNOG00000066672",0
"ENSRNOG00000069389",100
"ENSRNOG00000049511",573
"ENSRNOG00000013046",1126
"ENSRNOG00000019012",228
"ENSRNOG00000054379",0
"ENSRNOG00000070509",1
"ENSRNOG00000050843",756
"ENSRNOG00000019031",0
"ENSRNOG00000010881",1305
"ENSRNOG00000023557",0
"ENSRNOG00000056226",104
"ENSRNOG00000070844",0
"ENSRNOG00000045623",215
"ENSRNOG00000050543",593
"ENSRNOG00000066154",0
"ENSRNOG00000010728",394
"ENSRNOG00000011987",1323
"ENSRNOG00000046002",869
"ENSRNOG00000020372",654
"ENSRNOG00000046502",1391
"ENSRNOG00000012637",1
"ENSRNOG00000067120",975
"ENSRNOG00000048818",98
"ENSRNOG00000042729",129
"ENSRNOG00000048061",226
"ENSRNOG00000065639",1440
"ENSRNOG00000030345",1270
"ENSRNOG00000013612",0
"ENSRNOG00000067303",0
"ENSRNOG00000000124",1
"ENSRNOG00000048291",185
"ENSRNOG00000046871",621
"ENSRNOG00000049311",0
"ENSRNOG00000064999",249
"ENSRNOG00000020166",0
"ENSRNOG00000069864",0
"ENSRNOG00000014123",0
"ENSRNOG00000063674",1181
"ENSRNOG00000045945",0
"ENSRNOG00000003872",482
"ENSRNOG00000070817",0
"ENSRNOG00000039663",0
"ENSRNOG00000045975",2
"ENSRNOG00000066520",0
"ENSRNOG00000003942",1600
"ENSRNOG00000011642",0
"ENSRNOG00000025603",0
"ENSRNOG00000003991",1
"ENSRNOG00000058742",18
"ENSRNOG00000004001",169
"ENSRNOG00000004076",222
"ENSRNOG00000011823",0
"ENSRNOG00000010100",78
"ENSRNOG00000066935",8
"ENSRNOG00000048329",0
"ENSRNOG00000015983",1051
"ENSRNOG00000024755",0
"ENSRNOG00000046593",1
"ENSRNOG00000013238",183
"ENSRNOG00000052878",0
"ENSRNOG00000048152",637
"ENSRNOG00000013781",650
"ENSRNOG00000052328",2
"ENSRNOG00000068665",0
"ENSRNOG00000033402",86
"ENSRNOG00000012473",415
"ENSRNOG00000025895",1767
"ENSRNOG00000012920",0
"ENSRNOG00000032108",1
"ENSRNOG00000022196",3447
"ENSRNOG00000039650",0
"ENSRNOG00000028595",0
"ENSRNOG00000026195",0
"ENSRNOG00000016446",0
"ENSRNOG00000013318",36
"ENSRNOG00000039651",0
"ENSRNOG00000067388",612
"ENSRNOG00000032740",237
"ENSRNOG00000012045",0
"ENSRNOG00000016119",2784
"ENSRNOG00000051528",133
"ENSRNOG00000015408",0
"ENSRNOG00000002091",930
"ENSRNOG00000012759",22
"ENSRNOG00000031795",0
"ENSRNOG00000065339",217
"ENSRNOG00000015080",418
"ENSRNOG00000064433",0
"ENSRNOG00000063752",2
"ENSRNOG00000055728",156
"ENSRNOG00000066953",579
"ENSRNOG00000068729",2
"ENSRNOG00000013484",2237
"ENSRNOG00000022720",319
"ENSRNOG00000017258",8
"ENSRNOG00000032947",549
"ENSRNOG00000023856",0
"ENSRNOG00000068995",0
"ENSRNOG00000046852",2
"ENSRNOG00000012733",1342
"ENSRNOG00000032289",40
"ENSRNOG00000032822",12070
"ENSRNOG00000016034",1525
"ENSRNOG00000032860",0
"ENSRNOG00000042503",2409
"ENSRNOG00000056847",13
"ENSRNOG00000033803",456
"ENSRNOG00000018904",407
"ENSRNOG00000016486",839
"ENSRNOG00000057499",21
"ENSRNOG00000045532",1
"ENSRNOG00000063618",0
"ENSRNOG00000064370",2
"ENSRNOG00000032306",0
"ENSRNOG00000016361",48
"ENSRNOG00000034177",238
"ENSRNOG00000049127",2767
"ENSRNOG00000037793",0
"ENSRNOG00000064010",0
"ENSRNOG00000032518",83
"ENSRNOG00000067128",3
"ENSRNOG00000013695",195
"ENSRNOG00000014142",538
"ENSRNOG00000022414",1854
"ENSRNOG00000067739",0
"ENSRNOG00000031146",0
"ENSRNOG00000066070",0
"ENSRNOG00000064063",17
"ENSRNOG00000048819",548
"ENSRNOG00000067340",0
"ENSRNOG00000018988",245
"ENSRNOG00000065168",0
"ENSRNOG00000069027",0
"ENSRNOG00000018559",0
"ENSRNOG00000016754",305
"ENSRNOG00000019295",1805
"ENSRNOG00000062529",0
"ENSRNOG00000013587",877
"ENSRNOG00000022614",43
"ENSRNOG00000023172",0
"ENSRNOG00000016886",1039
"ENSRNOG00000023427",13
"ENSRNOG00000021435",170
"ENSRNOG00000051180",881
"ENSRNOG00000016567",0
"ENSRNOG00000056259",0
"ENSRNOG00000065763",0
"ENSRNOG00000032765",228
"ENSRNOG00000064608",38
"ENSRNOG00000030045",0
"ENSRNOG00000020194",291
"ENSRNOG00000016913",377
"ENSRNOG00000012178",738
"ENSRNOG00000030389",0
"ENSRNOG00000014555",32
"ENSRNOG00000056280",0
"ENSRNOG00000062997",0
"ENSRNOG00000037230",97
"ENSRNOG00000069381",1
"ENSRNOG00000019087",411
"ENSRNOG00000002110",477
"ENSRNOG00000031479",18673
"ENSRNOG00000048875",0
"ENSRNOG00000019810",8
"ENSRNOG00000030679",10
"ENSRNOG00000022711",0
"ENSRNOG00000042034",0
"ENSRNOG00000060633",43
"ENSRNOG00000069634",3
"ENSRNOG00000070100",0
"ENSRNOG00000064156",0
"ENSRNOG00000069047",178
"ENSRNOG00000016957",1096
"ENSRNOG00000069191",0
"ENSRNOG00000032398",425
"ENSRNOG00000062796",102
"ENSRNOG00000065093",0
"ENSRNOG00000018351",1677
"ENSRNOG00000068035",21
"ENSRNOG00000011042",14
"ENSRNOG00000065967",0
"ENSRNOG00000070524",0
"ENSRNOG00000015055",50
"ENSRNOG00000052510",0
"ENSRNOG00000017952",9643
"ENSRNOG00000066376",7
"ENSRNOG00000064675",0
"ENSRNOG00000018403",699
"ENSRNOG00000013670",1
"ENSRNOG00000025797",0
