"","LHNS1_aligned.bam"
"ENSRNOG00000050111",39
"ENSRNOG00000008754",563
"ENSRNOG00000005470",104
"ENSRNOG00000067815",0
"ENSRNOG00000023116",9
"ENSRNOG00000067688",0
"ENSRNOG00000063638",0
"ENSRNOG00000004059",47
"ENSRNOG00000063750",0
"ENSRNOG00000008812",1699
"ENSRNOG00000053761",0
"ENSRNOG00000064450",0
"ENSRNOG00000070986",0
"ENSRNOG00000060721",0
"ENSRNOG00000068804",0
"ENSRNOG00000064737",6
"ENSRNOG00000063542",0
"ENSRNOG00000006062",813
"ENSRNOG00000027707",317
"ENSRNOG00000066035",9
"ENSRNOG00000004239",0
"ENSRNOG00000066457",0
"ENSRNOG00000030332",1
"ENSRNOG00000005718",52
"ENSRNOG00000062402",0
"ENSRNOG00000067691",0
"ENSRNOG00000068455",1
"ENSRNOG00000070538",0
"ENSRNOG00000006588",947
"ENSRNOG00000032178",99
"ENSRNOG00000063661",0
"ENSRNOG00000063928",0
"ENSRNOG00000069392",27
"ENSRNOG00000008781",242
"ENSRNOG00000070039",4
"ENSRNOG00000066459",0
"ENSRNOG00000005264",666
"ENSRNOG00000067294",0
"ENSRNOG00000065039",0
"ENSRNOG00000060568",1141
"ENSRNOG00000068630",0
"ENSRNOG00000065917",0
"ENSRNOG00000067879",0
"ENSRNOG00000046064",10
"ENSRNOG00000053121",0
"ENSRNOG00000011394",137
"ENSRNOG00000005096",666
"ENSRNOG00000051923",0
"ENSRNOG00000004908",465
"ENSRNOG00000063188",259
"ENSRNOG00000054705",0
"ENSRNOG00000004234",788
"ENSRNOG00000061723",0
"ENSRNOG00000064344",0
"ENSRNOG00000063323",1
"ENSRNOG00000070565",0
"ENSRNOG00000059576",0
"ENSRNOG00000065018",0
"ENSRNOG00000057665",2
"ENSRNOG00000063791",0
"ENSRNOG00000005023",0
"ENSRNOG00000052171",0
"ENSRNOG00000036243",0
"ENSRNOG00000062520",0
"ENSRNOG00000036489",0
"ENSRNOG00000063060",87
"ENSRNOG00000011908",1048
"ENSRNOG00000068022",0
"ENSRNOG00000059648",0
"ENSRNOG00000035409",0
"ENSRNOG00000005733",849
"ENSRNOG00000040386",0
"ENSRNOG00000060643",0
"ENSRNOG00000064481",0
"ENSRNOG00000045015",0
"ENSRNOG00000053020",0
"ENSRNOG00000066562",1
"ENSRNOG00000063355",2
"ENSRNOG00000005623",914
"ENSRNOG00000071087",0
"ENSRNOG00000004899",1
"ENSRNOG00000035574",0
"ENSRNOG00000070406",0
"ENSRNOG00000057513",0
"ENSRNOG00000036492",0
"ENSRNOG00000058165",0
"ENSRNOG00000062646",0
"ENSRNOG00000036496",0
"ENSRNOG00000056412",0
"ENSRNOG00000036499",0
"ENSRNOG00000061016",0
"ENSRNOG00000036493",0
"ENSRNOG00000065181",0
"ENSRNOG00000066677",0
"ENSRNOG00000035507",0
"ENSRNOG00000004474",454
"ENSRNOG00000065445",0
"ENSRNOG00000035490",0
"ENSRNOG00000009318",471
"ENSRNOG00000053799",0
"ENSRNOG00000035625",0
"ENSRNOG00000060052",0
"ENSRNOG00000069022",0
"ENSRNOG00000040354",0
"ENSRNOG00000062762",0
"ENSRNOG00000061364",0
"ENSRNOG00000050073",0
"ENSRNOG00000070846",0
"ENSRNOG00000036488",0
"ENSRNOG00000053000",0
"ENSRNOG00000040406",0
"ENSRNOG00000062609",0
"ENSRNOG00000004210",6232
"ENSRNOG00000036487",0
"ENSRNOG00000054621",0
"ENSRNOG00000004083",829
"ENSRNOG00000065055",0
"ENSRNOG00000040358",0
"ENSRNOG00000058196",0
"ENSRNOG00000035615",0
"ENSRNOG00000070589",0
"ENSRNOG00000036491",0
"ENSRNOG00000065156",0
"ENSRNOG00000057500",1
"ENSRNOG00000048292",0
"ENSRNOG00000059614",0
"ENSRNOG00000006199",23
"ENSRNOG00000067155",0
"ENSRNOG00000036497",0
"ENSRNOG00000053684",0
"ENSRNOG00000011914",448
"ENSRNOG00000006865",7310
"ENSRNOG00000041468",0
"ENSRNOG00000056761",1
"ENSRNOG00000065431",0
"ENSRNOG00000067516",0
"ENSRNOG00000036249",0
"ENSRNOG00000059872",0
"ENSRNOG00000035573",0
"ENSRNOG00000051602",0
"ENSRNOG00000064415",0
"ENSRNOG00000070132",0
"ENSRNOG00000070000",3
"ENSRNOG00000009867",7451
"ENSRNOG00000049586",0
"ENSRNOG00000059869",0
"ENSRNOG00000065476",0
"ENSRNOG00000036486",0
"ENSRNOG00000063963",0
"ENSRNOG00000035515",0
"ENSRNOG00000056128",78
"ENSRNOG00000066123",0
"ENSRNOG00000066281",0
"ENSRNOG00000059151",0
"ENSRNOG00000040384",0
"ENSRNOG00000059370",0
"ENSRNOG00000066796",0
"ENSRNOG00000035527",0
"ENSRNOG00000035557",0
"ENSRNOG00000058527",0
"ENSRNOG00000035489",0
"ENSRNOG00000056323",2
"ENSRNOG00000065406",0
"ENSRNOG00000035470",0
"ENSRNOG00000057539",0
"ENSRNOG00000004498",0
"ENSRNOG00000036498",0
"ENSRNOG00000066892",0
"ENSRNOG00000059972",0
"ENSRNOG00000052456",0
"ENSRNOG00000035473",0
"ENSRNOG00000062767",0
"ENSRNOG00000035487",0
"ENSRNOG00000058064",0
"ENSRNOG00000064349",0
"ENSRNOG00000065305",95
"ENSRNOG00000040355",0
"ENSRNOG00000064436",0
"ENSRNOG00000039110",7
"ENSRNOG00000035600",0
"ENSRNOG00000053107",0
"ENSRNOG00000065952",0
"ENSRNOG00000054823",0
"ENSRNOG00000048809",0
"ENSRNOG00000004207",14
"ENSRNOG00000065490",0
"ENSRNOG00000036244",0
"ENSRNOG00000067682",0
"ENSRNOG00000061206",0
"ENSRNOG00000026649",300
"ENSRNOG00000064746",0
"ENSRNOG00000052215",0
"ENSRNOG00000006180",1995
"ENSRNOG00000040351",0
"ENSRNOG00000035497",0
"ENSRNOG00000068244",0
"ENSRNOG00000068111",0
"ENSRNOG00000035556",0
"ENSRNOG00000055941",1
"ENSRNOG00000004826",397
"ENSRNOG00000055274",0
"ENSRNOG00000035454",0
"ENSRNOG00000030771",0
"ENSRNOG00000069018",0
"ENSRNOG00000012686",1
"ENSRNOG00000035528",0
"ENSRNOG00000069838",0
"ENSRNOG00000053907",0
"ENSRNOG00000050479",0
"ENSRNOG00000070179",0
"ENSRNOG00000036263",0
"ENSRNOG00000004464",2867
"ENSRNOG00000064775",0
"ENSRNOG00000054830",0
"ENSRNOG00000064207",0
"ENSRNOG00000048004",15
"ENSRNOG00000061087",0
"ENSRNOG00000051913",0
"ENSRNOG00000030812",0
"ENSRNOG00000055074",0
"ENSRNOG00000052438",0
"ENSRNOG00000029121",0
"ENSRNOG00000063897",0
"ENSRNOG00000050997",539
"ENSRNOG00000061746",0
"ENSRNOG00000027645",0
"ENSRNOG00000069444",0
"ENSRNOG00000070951",870
"ENSRNOG00000058769",0
"ENSRNOG00000052462",0
"ENSRNOG00000055167",0
"ENSRNOG00000062657",0
"ENSRNOG00000066819",0
"ENSRNOG00000066213",0
"ENSRNOG00000051985",0
"ENSRNOG00000063341",0
"ENSRNOG00000003972",0
"ENSRNOG00000059185",0
"ENSRNOG00000069784",15
"ENSRNOG00000067932",4
"ENSRNOG00000069940",0
"ENSRNOG00000054985",0
"ENSRNOG00000055656",0
"ENSRNOG00000065283",0
"ENSRNOG00000027300",1097
"ENSRNOG00000006867",247
"ENSRNOG00000053080",0
"ENSRNOG00000061281",0
"ENSRNOG00000064886",0
"ENSRNOG00000058917",0
"ENSRNOG00000065968",22
"ENSRNOG00000049271",19
"ENSRNOG00000006333",0
"ENSRNOG00000065965",0
"ENSRNOG00000067948",15
"ENSRNOG00000068279",0
"ENSRNOG00000004667",19
"ENSRNOG00000067508",0
"ENSRNOG00000070729",0
"ENSRNOG00000056919",0
"ENSRNOG00000058397",0
"ENSRNOG00000045854",268
"ENSRNOG00000065040",0
"ENSRNOG00000056198",0
"ENSRNOG00000004923",718
"ENSRNOG00000051372",48
"ENSRNOG00000064570",0
"ENSRNOG00000068908",0
"ENSRNOG00000062565",0
"ENSRNOG00000049223",374
"ENSRNOG00000032866",0
"ENSRNOG00000055806",1
"ENSRNOG00000070415",0
"ENSRNOG00000056614",0
"ENSRNOG00000005811",0
"ENSRNOG00000058149",0
"ENSRNOG00000070455",0
"ENSRNOG00000058594",0
"ENSRNOG00000052758",52
"ENSRNOG00000067070",5
"ENSRNOG00000060184",0
"ENSRNOG00000056818",0
"ENSRNOG00000059317",0
"ENSRNOG00000053447",0
"ENSRNOG00000067259",0
"ENSRNOG00000006652",523
"ENSRNOG00000006368",0
"ENSRNOG00000070372",0
"ENSRNOG00000049870",0
"ENSRNOG00000005063",49
"ENSRNOG00000055908",3
"ENSRNOG00000067744",0
"ENSRNOG00000069909",0
"ENSRNOG00000050653",0
"ENSRNOG00000057749",0
"ENSRNOG00000058074",1
"ENSRNOG00000005345",53
"ENSRNOG00000031440",5
"ENSRNOG00000057283",0
"ENSRNOG00000070816",0
"ENSRNOG00000051376",0
"ENSRNOG00000064235",0
"ENSRNOG00000067607",0
"ENSRNOG00000055169",0
"ENSRNOG00000067885",0
"ENSRNOG00000066374",0
"ENSRNOG00000006727",70
"ENSRNOG00000060868",0
"ENSRNOG00000004084",0
"ENSRNOG00000008728",0
"ENSRNOG00000042319",0
"ENSRNOG00000063724",3
"ENSRNOG00000067766",0
"ENSRNOG00000069300",138
"ENSRNOG00000062820",0
"ENSRNOG00000066076",0
"ENSRNOG00000024503",1274
"ENSRNOG00000069751",0
"ENSRNOG00000063713",0
"ENSRNOG00000007031",2
"ENSRNOG00000063523",0
"ENSRNOG00000031203",234
"ENSRNOG00000046309",2
"ENSRNOG00000069071",0
"ENSRNOG00000064873",0
"ENSRNOG00000030235",0
"ENSRNOG00000053317",0
"ENSRNOG00000047574",0
"ENSRNOG00000004296",55
"ENSRNOG00000067551",0
"ENSRNOG00000070937",296
"ENSRNOG00000070949",0
"ENSRNOG00000039551",48
"ENSRNOG00000047891",0
"ENSRNOG00000008445",144
"ENSRNOG00000003831",88
"ENSRNOG00000004377",91
"ENSRNOG00000032924",0
"ENSRNOG00000004198",96
"ENSRNOG00000049054",0
"ENSRNOG00000004857",41
"ENSRNOG00000004520",117
"ENSRNOG00000042391",0
"ENSRNOG00000024651",48
"ENSRNOG00000063297",0
"ENSRNOG00000004893",20
"ENSRNOG00000069554",86
"ENSRNOG00000008598",873
"ENSRNOG00000062977",0
"ENSRNOG00000066641",0
"ENSRNOG00000024338",68
"ENSRNOG00000038720",8
"ENSRNOG00000051619",33
"ENSRNOG00000004110",563
"ENSRNOG00000004216",4
"ENSRNOG00000005424",985
"ENSRNOG00000038166",200
"ENSRNOG00000066926",0
"ENSRNOG00000050539",39614
"ENSRNOG00000069868",0
"ENSRNOG00000064490",0
"ENSRNOG00000060853",522
"ENSRNOG00000030420",0
"ENSRNOG00000064626",0
"ENSRNOG00000042634",0
"ENSRNOG00000070933",0
"ENSRNOG00000063171",0
"ENSRNOG00000004754",13
"ENSRNOG00000007504",1439
"ENSRNOG00000068813",0
"ENSRNOG00000010985",417
"ENSRNOG00000050810",0
"ENSRNOG00000004496",2026
"ENSRNOG00000062618",12
"ENSRNOG00000004823",1066
"ENSRNOG00000011112",7
"ENSRNOG00000004362",105
"ENSRNOG00000011164",401
"ENSRNOG00000060694",497
"ENSRNOG00000067058",0
"ENSRNOG00000054259",486
"ENSRNOG00000064989",54
"ENSRNOG00000006296",0
"ENSRNOG00000033206",272
"ENSRNOG00000005589",134
"ENSRNOG00000005126",4230
"ENSRNOG00000025648",0
"ENSRNOG00000003813",0
"ENSRNOG00000005540",205
"ENSRNOG00000056012",0
"ENSRNOG00000051650",1799
"ENSRNOG00000007699",517
"ENSRNOG00000004449",878
"ENSRNOG00000012685",145
"ENSRNOG00000026855",0
"ENSRNOG00000054989",8
"ENSRNOG00000027773",630
"ENSRNOG00000011376",23
"ENSRNOG00000006388",10
"ENSRNOG00000067995",61
"ENSRNOG00000008046",0
"ENSRNOG00000029253",0
"ENSRNOG00000061050",1
"ENSRNOG00000068437",54
"ENSRNOG00000057934",488
"ENSRNOG00000011419",868
"ENSRNOG00000031106",0
"ENSRNOG00000004503",114
"ENSRNOG00000031655",0
"ENSRNOG00000047363",0
"ENSRNOG00000006905",2191
"ENSRNOG00000006699",16
"ENSRNOG00000026297",0
"ENSRNOG00000004794",17
"ENSRNOG00000006744",28
"ENSRNOG00000005343",7
"ENSRNOG00000009788",0
"ENSRNOG00000050197",1451
"ENSRNOG00000043441",235
"ENSRNOG00000060335",740
"ENSRNOG00000004482",2
"ENSRNOG00000027115",4
"ENSRNOG00000007851",144
"ENSRNOG00000048412",0
"ENSRNOG00000058572",1452
"ENSRNOG00000005765",71
"ENSRNOG00000062478",19
"ENSRNOG00000006729",1
"ENSRNOG00000007901",3301
"ENSRNOG00000004458",2
"ENSRNOG00000039091",330
"ENSRNOG00000005045",671
"ENSRNOG00000050553",12
"ENSRNOG00000010605",0
"ENSRNOG00000062383",0
"ENSRNOG00000026239",130
"ENSRNOG00000011044",195
"ENSRNOG00000004345",580
"ENSRNOG00000005409",0
"ENSRNOG00000061519",1378
"ENSRNOG00000069640",0
"ENSRNOG00000004060",5816
"ENSRNOG00000009542",0
"ENSRNOG00000063821",50
"ENSRNOG00000006441",236
"ENSRNOG00000005287",168
"ENSRNOG00000058593",436
"ENSRNOG00000059402",513
"ENSRNOG00000005568",256
"ENSRNOG00000063912",0
"ENSRNOG00000052418",592
"ENSRNOG00000006570",1050
"ENSRNOG00000005101",484
"ENSRNOG00000032669",0
"ENSRNOG00000005344",271
"ENSRNOG00000025233",0
"ENSRNOG00000058891",98
"ENSRNOG00000060278",0
"ENSRNOG00000021628",38
"ENSRNOG00000065326",19
"ENSRNOG00000054286",185
"ENSRNOG00000004067",1
"ENSRNOG00000009855",0
"ENSRNOG00000007250",301
"ENSRNOG00000007370",484
"ENSRNOG00000009921",0
"ENSRNOG00000005492",2565
"ENSRNOG00000010410",0
"ENSRNOG00000055661",156
"ENSRNOG00000061415",75
"ENSRNOG00000006911",102
"ENSRNOG00000037743",0
"ENSRNOG00000065550",1
"ENSRNOG00000062637",0
"ENSRNOG00000048191",0
"ENSRNOG00000005916",803
"ENSRNOG00000067917",0
"ENSRNOG00000022777",262
"ENSRNOG00000007267",134
"ENSRNOG00000054663",1
"ENSRNOG00000007785",131
"ENSRNOG00000010478",0
"ENSRNOG00000007329",4753
"ENSRNOG00000023176",2001
"ENSRNOG00000008222",217
"ENSRNOG00000022622",120
"ENSRNOG00000008244",260
"ENSRNOG00000008451",585
"ENSRNOG00000009263",923
"ENSRNOG00000026605",91
"ENSRNOG00000004873",8
"ENSRNOG00000053811",57
"ENSRNOG00000054052",17
"ENSRNOG00000007539",2
"ENSRNOG00000060436",303
"ENSRNOG00000008950",194
"ENSRNOG00000038496",0
"ENSRNOG00000052549",0
"ENSRNOG00000008373",1304
"ENSRNOG00000052719",55
"ENSRNOG00000006472",145
"ENSRNOG00000050761",2
"ENSRNOG00000005286",5
"ENSRNOG00000059875",724
"ENSRNOG00000004232",134
"ENSRNOG00000008051",143
"ENSRNOG00000006971",5
"ENSRNOG00000004751",521
"ENSRNOG00000004165",669
"ENSRNOG00000029949",0
"ENSRNOG00000004774",0
"ENSRNOG00000009438",0
"ENSRNOG00000021885",0
"ENSRNOG00000009296",54
"ENSRNOG00000004006",85
"ENSRNOG00000005292",405
"ENSRNOG00000064508",106
"ENSRNOG00000066628",0
"ENSRNOG00000038990",0
"ENSRNOG00000006483",1579
"ENSRNOG00000004519",1311
"ENSRNOG00000064630",0
"ENSRNOG00000027444",74
"ENSRNOG00000070950",32
"ENSRNOG00000004292",173
"ENSRNOG00000064752",0
"ENSRNOG00000004841",705
"ENSRNOG00000006410",118
"ENSRNOG00000042427",259
"ENSRNOG00000058646",1797
"ENSRNOG00000007089",2593
"ENSRNOG00000021919",2146
"ENSRNOG00000006587",957
"ENSRNOG00000054770",429
"ENSRNOG00000071150",0
"ENSRNOG00000010711",757
"ENSRNOG00000008292",2036
"ENSRNOG00000037762",0
"ENSRNOG00000060851",3
"ENSRNOG00000033970",344
"ENSRNOG00000004556",930
"ENSRNOG00000008101",31
"ENSRNOG00000046085",18
"ENSRNOG00000038480",184
"ENSRNOG00000070438",10
"ENSRNOG00000008108",625
"ENSRNOG00000008915",92
"ENSRNOG00000009117",654
"ENSRNOG00000005323",2013
"ENSRNOG00000007062",1101
"ENSRNOG00000009166",795
"ENSRNOG00000068348",0
"ENSRNOG00000059541",0
"ENSRNOG00000069503",1
"ENSRNOG00000069889",0
"ENSRNOG00000007660",595
"ENSRNOG00000062830",0
"ENSRNOG00000070912",0
"ENSRNOG00000063243",0
"ENSRNOG00000061659",0
"ENSRNOG00000067117",0
"ENSRNOG00000069150",0
"ENSRNOG00000068122",0
"ENSRNOG00000056430",0
"ENSRNOG00000055607",0
"ENSRNOG00000059105",0
"ENSRNOG00000055672",1
"ENSRNOG00000065761",0
"ENSRNOG00000054501",0
"ENSRNOG00000068877",0
"ENSRNOG00000007364",3
"ENSRNOG00000058915",15
"ENSRNOG00000004827",1207
"ENSRNOG00000055979",0
"ENSRNOG00000066905",0
"ENSRNOG00000059161",0
"ENSRNOG00000052079",0
"ENSRNOG00000008049",1724
"ENSRNOG00000052770",2
"ENSRNOG00000064684",0
"ENSRNOG00000058332",2
"ENSRNOG00000059409",0
"ENSRNOG00000005175",744
"ENSRNOG00000056681",0
"ENSRNOG00000058875",0
"ENSRNOG00000055217",0
"ENSRNOG00000063502",0
"ENSRNOG00000058754",0
"ENSRNOG00000058198",0
"ENSRNOG00000061903",0
"ENSRNOG00000010650",20
"ENSRNOG00000057491",0
"ENSRNOG00000052183",0
"ENSRNOG00000058488",0
"ENSRNOG00000060589",0
"ENSRNOG00000047300",26
"ENSRNOG00000054970",0
"ENSRNOG00000052285",0
"ENSRNOG00000070124",0
"ENSRNOG00000063271",0
"ENSRNOG00000053398",0
"ENSRNOG00000066856",0
"ENSRNOG00000004339",477
"ENSRNOG00000065540",1
"ENSRNOG00000010914",315
"ENSRNOG00000066230",0
"ENSRNOG00000057210",0
"ENSRNOG00000056178",0
"ENSRNOG00000058813",0
"ENSRNOG00000033423",0
"ENSRNOG00000066607",0
"ENSRNOG00000066424",0
"ENSRNOG00000059267",0
"ENSRNOG00000038297",3
"ENSRNOG00000059371",0
"ENSRNOG00000055363",0
"ENSRNOG00000056408",0
"ENSRNOG00000055690",0
"ENSRNOG00000068474",0
"ENSRNOG00000068652",0
"ENSRNOG00000059389",0
"ENSRNOG00000061830",0
"ENSRNOG00000060706",0
"ENSRNOG00000066382",0
"ENSRNOG00000067818",0
"ENSRNOG00000069273",0
"ENSRNOG00000067748",0
"ENSRNOG00000070138",0
"ENSRNOG00000067707",0
"ENSRNOG00000053854",0
"ENSRNOG00000066476",0
"ENSRNOG00000065657",0
"ENSRNOG00000070908",0
"ENSRNOG00000062574",0
"ENSRNOG00000068817",0
"ENSRNOG00000063962",0
"ENSRNOG00000067874",0
"ENSRNOG00000064253",0
"ENSRNOG00000067116",0
"ENSRNOG00000062732",0
"ENSRNOG00000068604",0
"ENSRNOG00000066984",0
"ENSRNOG00000005602",518
"ENSRNOG00000065315",0
"ENSRNOG00000070806",0
"ENSRNOG00000065719",0
"ENSRNOG00000068979",0
"ENSRNOG00000063998",0
"ENSRNOG00000057567",0
"ENSRNOG00000067784",0
"ENSRNOG00000068818",0
"ENSRNOG00000065764",0
"ENSRNOG00000064927",0
"ENSRNOG00000070175",0
"ENSRNOG00000064263",0
"ENSRNOG00000068531",0
"ENSRNOG00000068812",0
"ENSRNOG00000069002",0
"ENSRNOG00000062614",0
"ENSRNOG00000067351",0
"ENSRNOG00000068172",0
"ENSRNOG00000068141",0
"ENSRNOG00000070713",0
"ENSRNOG00000070339",0
"ENSRNOG00000067746",0
"ENSRNOG00000064046",0
"ENSRNOG00000047682",1
"ENSRNOG00000004883",819
"ENSRNOG00000056553",0
"ENSRNOG00000056756",10837
"ENSRNOG00000005052",882
"ENSRNOG00000054817",10
"ENSRNOG00000059843",0
"ENSRNOG00000028351",0
"ENSRNOG00000008788",120
"ENSRNOG00000009080",758
"ENSRNOG00000009432",735
"ENSRNOG00000033973",2
"ENSRNOG00000010098",0
"ENSRNOG00000069217",1
"ENSRNOG00000045941",1891
"ENSRNOG00000008399",144
"ENSRNOG00000059245",13
"ENSRNOG00000070966",0
"ENSRNOG00000005513",762
"ENSRNOG00000005794",0
"ENSRNOG00000038183",18
"ENSRNOG00000046864",1
"ENSRNOG00000010134",302
"ENSRNOG00000032508",0
"ENSRNOG00000007271",11
"ENSRNOG00000055221",22
"ENSRNOG00000011964",168
"ENSRNOG00000031889",0
"ENSRNOG00000071141",0
"ENSRNOG00000004488",0
"ENSRNOG00000004206",293
"ENSRNOG00000055714",1
"ENSRNOG00000007147",24
"ENSRNOG00000004442",407
"ENSRNOG00000011141",0
"ENSRNOG00000028390",103
"ENSRNOG00000005776",0
"ENSRNOG00000005274",53
"ENSRNOG00000004650",1
"ENSRNOG00000003020",29
"ENSRNOG00000004351",118
"ENSRNOG00000068484",0
"ENSRNOG00000004733",64
"ENSRNOG00000009050",1
"ENSRNOG00000014476",612
"ENSRNOG00000062855",0
"ENSRNOG00000019584",0
"ENSRNOG00000008145",398
"ENSRNOG00000011716",2
"ENSRNOG00000006985",818
"ENSRNOG00000065213",368
"ENSRNOG00000043143",1545
"ENSRNOG00000031661",67
"ENSRNOG00000008035",132
"ENSRNOG00000021904",133
"ENSRNOG00000008056",164
"ENSRNOG00000003951",1090
"ENSRNOG00000004004",160
"ENSRNOG00000048751",0
"ENSRNOG00000006178",8776
"ENSRNOG00000071100",3
"ENSRNOG00000043137",0
"ENSRNOG00000007184",3
"ENSRNOG00000004359",1462
"ENSRNOG00000010165",559
"ENSRNOG00000013898",707
"ENSRNOG00000010111",9
"ENSRNOG00000013097",4
"ENSRNOG00000010330",878
"ENSRNOG00000013128",6
"ENSRNOG00000059714",678
"ENSRNOG00000010218",1296
"ENSRNOG00000068734",0
"ENSRNOG00000004973",2431
"ENSRNOG00000007333",220
"ENSRNOG00000007850",75
"ENSRNOG00000011572",1980
"ENSRNOG00000012141",87
"ENSRNOG00000028566",5
"ENSRNOG00000005174",276
"ENSRNOG00000063056",0
"ENSRNOG00000033688",1713
"ENSRNOG00000012843",0
"ENSRNOG00000063549",0
"ENSRNOG00000058841",360
"ENSRNOG00000011542",275
"ENSRNOG00000012185",481
"ENSRNOG00000012653",862
"ENSRNOG00000067504",0
"ENSRNOG00000009675",1723
"ENSRNOG00000053631",19
"ENSRNOG00000018224",17
"ENSRNOG00000014362",116
"ENSRNOG00000043031",0
"ENSRNOG00000065115",0
"ENSRNOG00000067010",0
"ENSRNOG00000068174",0
"ENSRNOG00000027990",38
"ENSRNOG00000014744",1403
"ENSRNOG00000070355",72
"ENSRNOG00000006398",0
"ENSRNOG00000028158",4
"ENSRNOG00000062324",0
"ENSRNOG00000013661",42
"ENSRNOG00000005472",109
"ENSRNOG00000004317",77
"ENSRNOG00000013690",149
"ENSRNOG00000013914",0
"ENSRNOG00000005271",51
"ENSRNOG00000011398",260
"ENSRNOG00000068254",71
"ENSRNOG00000065195",4363
"ENSRNOG00000013927",1
"ENSRNOG00000005041",4893
"ENSRNOG00000004711",4276
"ENSRNOG00000004968",128
"ENSRNOG00000063918",0
"ENSRNOG00000065191",0
"ENSRNOG00000064569",5
"ENSRNOG00000004268",425
"ENSRNOG00000010872",1606
"ENSRNOG00000037435",0
"ENSRNOG00000071153",0
"ENSRNOG00000006569",137
"ENSRNOG00000070832",0
"ENSRNOG00000009020",671
"ENSRNOG00000005917",1394
"ENSRNOG00000005804",2207
"ENSRNOG00000004768",0
"ENSRNOG00000030334",143
"ENSRNOG00000004564",0
"ENSRNOG00000060996",0
"ENSRNOG00000030705",968
"ENSRNOG00000022623",2460
"ENSRNOG00000056915",117
"ENSRNOG00000062934",0
"ENSRNOG00000069237",1
"ENSRNOG00000064225",1
"ENSRNOG00000029590",2
"ENSRNOG00000010617",5
"ENSRNOG00000005546",846
"ENSRNOG00000007334",0
"ENSRNOG00000059744",2234
"ENSRNOG00000022632",0
"ENSRNOG00000030316",133
"ENSRNOG00000005555",1
"ENSRNOG00000037299",44
"ENSRNOG00000026875",0
"ENSRNOG00000046975",0
"ENSRNOG00000025487",1
"ENSRNOG00000030441",6
"ENSRNOG00000015750",2
"ENSRNOG00000064138",0
"ENSRNOG00000068682",0
"ENSRNOG00000069061",0
"ENSRNOG00000011781",265
"ENSRNOG00000016148",780
"ENSRNOG00000065562",0
"ENSRNOG00000004527",7
"ENSRNOG00000070987",0
"ENSRNOG00000033161",3
"ENSRNOG00000033952",3
"ENSRNOG00000032570",0
"ENSRNOG00000064780",1
"ENSRNOG00000008133",0
"ENSRNOG00000014169",260
"ENSRNOG00000015685",231
"ENSRNOG00000033502",0
"ENSRNOG00000026873",0
"ENSRNOG00000049349",0
"ENSRNOG00000006278",5
"ENSRNOG00000032446",101
"ENSRNOG00000067069",87
"ENSRNOG00000024743",323
"ENSRNOG00000027451",63
"ENSRNOG00000025594",0
"ENSRNOG00000057824",41
"ENSRNOG00000024631",1
"ENSRNOG00000063900",61
"ENSRNOG00000016128",383
"ENSRNOG00000022268",1
"ENSRNOG00000065523",1
"ENSRNOG00000004183",41
"ENSRNOG00000004538",1369
"ENSRNOG00000016204",84
"ENSRNOG00000028988",1
"ENSRNOG00000032401",3184
"ENSRNOG00000006749",778
"ENSRNOG00000068599",1140
"ENSRNOG00000031093",2
"ENSRNOG00000013191",1
"ENSRNOG00000068130",0
"ENSRNOG00000016566",241
"ENSRNOG00000004591",272
"ENSRNOG00000062650",0
"ENSRNOG00000008978",87
"ENSRNOG00000012348",155
"ENSRNOG00000014296",0
"ENSRNOG00000004914",0
"ENSRNOG00000056458",40
"ENSRNOG00000029377",0
"ENSRNOG00000010438",54
"ENSRNOG00000070681",5
"ENSRNOG00000021463",57
"ENSRNOG00000029280",1722
"ENSRNOG00000037401",0
"ENSRNOG00000011404",548
"ENSRNOG00000007668",15
"ENSRNOG00000063153",7
"ENSRNOG00000008686",72
"ENSRNOG00000032846",83
"ENSRNOG00000029095",580
"ENSRNOG00000029535",1067
"ENSRNOG00000059955",0
"ENSRNOG00000006973",76
"ENSRNOG00000063732",3046
"ENSRNOG00000060120",514
"ENSRNOG00000004843",16
"ENSRNOG00000009302",156
"ENSRNOG00000057782",0
"ENSRNOG00000063471",0
"ENSRNOG00000032777",137
"ENSRNOG00000006028",517
"ENSRNOG00000029243",456
"ENSRNOG00000030264",203
"ENSRNOG00000069627",63
"ENSRNOG00000004457",58
"ENSRNOG00000064516",717
"ENSRNOG00000004353",0
"ENSRNOG00000009539",0
"ENSRNOG00000032419",0
"ENSRNOG00000026425",790
"ENSRNOG00000029591",0
"ENSRNOG00000046044",0
"ENSRNOG00000002475",529
"ENSRNOG00000004448",22
"ENSRNOG00000069806",2241
"ENSRNOG00000064392",169
"ENSRNOG00000064488",0
"ENSRNOG00000057901",78
"ENSRNOG00000067761",0
"ENSRNOG00000029545",0
"ENSRNOG00000008392",2118
"ENSRNOG00000006426",2
"ENSRNOG00000031503",1
"ENSRNOG00000030416",53
"ENSRNOG00000033022",0
"ENSRNOG00000070196",0
"ENSRNOG00000070544",1
"ENSRNOG00000065585",0
"ENSRNOG00000004786",15
"ENSRNOG00000009614",4370
"ENSRNOG00000055530",8
"ENSRNOG00000032026",0
"ENSRNOG00000016100",13
"ENSRNOG00000063601",0
"ENSRNOG00000063518",0
"ENSRNOG00000013807",4
"ENSRNOG00000043233",220
"ENSRNOG00000008694",0
"ENSRNOG00000048201",0
